target_axis_offset,mode,bit_position,block_size,nonzero_indices,nonzero_values
1,INPUT16,1,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.]"
1,INPUT16,1,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.,2.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.,-4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,2,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.,4.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.,-8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,3,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.,8.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,
 -16.,-16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,
 -16.,-16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,-16.,
 -16.,-16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
1,INPUT16,4,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.,16.]"
