target_axis_offset,mode,bit_position,block_size,nonzero_indices,nonzero_values
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,
 -32.,-32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,-32.,
 -32.,-32.]"
1,INPUT16,5,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.,32.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,-64.,
 -64.,-64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,6,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.,64.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[128.,128.,128.,128.,128.,128.,128.,128.,128.,128.,128.,128.,128.,128.,
 128.,128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
1,INPUT16,7,16,"[[   0, 388,1488],
 [   0, 388,1489],
 [   0, 388,1490],
 [   0, 388,1491],
 [   0, 388,1492],
 [   0, 388,1493],
 [   0, 388,1494],
 [   0, 388,1495],
 [   0, 388,1496],
 [   0, 388,1497],
 [   0, 388,1498],
 [   0, 388,1499],
 [   0, 388,1500],
 [   0, 388,1501],
 [   0, 388,1502],
 [   0, 388,1503]]","[-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,-128.,
 -128.,-128.,-128.,-128.]"
